Sample,BLNK,C14orf82,C19orf59,CLEC12A,CTSL1,D4S234E,DSC2,FAM26F,FCGR1A,FCGR1B,FCGR1C,GBP3,GSTM2,HIPK2,IGF2BP3,IRF5,IRS2,JAM3,LGALS3BP,LMTK3,LOC100130332,LOC100132199,LOC283267,LOC389286,LOC400652,LOC439992,LOC441032,LOC642073,LOC643779,LOC646909,LOC646949,LOC648343,LOC649839,LOC652113,LOC653737,LOC728207,LOC730746,MAST3,MIR1974,MPL,MS4A2,NHLRC4,NUDT2,PKN2,SDPR,SIDT2,SNORD13,TARP,VWF,ZNF609,Condition
GSM1033159,7.184827072,6.79131863,8.94045138,9.401076946,6.8708738443333335,6.214097715,7.421471296,9.619406123,7.320812025,7.783313333,7.048542637,7.870927861,8.0959355265,6.712015027,8.165452289,6.411172263,8.390305788,7.154745645,6.602324278,6.39848179,5.624099985,9.073147454,7.148620394,7.115189972,7.190968518,5.850416558,6.723337886,10.02159957,7.854678521,9.43163306,8.472063913,9.322414839,9.332145824,8.502022642,10.9998608955,7.02479838,7.658589383,8.935028176,9.391203729,7.608925875,6.40096797,6.932549751,6.986697674,8.47096287,11.04652875,9.321278385,9.629809107,7.870021424,6.096284024,6.630558017,ASD
GSM1033160,7.573093845,8.167116859,9.012878573,7.93816400175,6.4142293100000005,7.012580236,7.160127841,10.35932255,8.039017611,8.080250779,7.741288205,8.042324698,8.1750966195,6.153232702,7.174131479,5.889720119,8.442472564,7.527465961,6.019512665,6.463936666,6.149749075,9.840665334,6.968844065,8.085896722,8.523575198,6.81885323,7.396299143,10.04077759,9.234852575,10.465855105,9.983527372,10.77021223,10.6665518,6.506011974,10.467846422,7.927985582,8.352295098,8.810340281,11.06368478,8.154119921,6.68740763,6.193112652,6.6740511885,8.367432065,10.69451688,10.06032858,8.908194684,8.194983256,5.468473916,6.288860137,Control
GSM1033161,7.600102497,8.228222717,8.267658394,9.0648979505,7.091764377666666,7.279600271,7.2424577815,10.34170423,7.819994061,7.7941354895,7.651383023,8.002011038,7.134255556499999,6.869774513,7.563249351,5.6226493805,7.687001444,7.211469231,6.598675994,6.701762369,6.441736502,10.19398066,6.900582168,8.097865832,8.791331128,7.038796269,7.844086735,9.988622293,9.301677485,10.79538217,10.19982629,11.14873235,10.96315594,7.406299498,10.8728578665,8.022866184,8.452145153,8.700343086,9.307015447,7.17096363,6.388776085,6.501000743,7.047071154999999,8.154119921,9.488916643,10.03363155,9.183029489,7.444585794,5.991180555,6.236024896,Control
GSM1033162,7.676833,8.398842786,7.435817217,8.2189913835,6.660772008333333,7.562998816,7.137462428,9.783747965,5.882705215,5.85653013,6.3177044,7.870619618,8.363098433000001,6.853983466,7.644520503,6.458878909499999,8.107066073,7.595534262,6.185409207,6.42601707,6.1337824505,10.25471188,7.124027019,7.633501496,8.528698594,6.824388109,7.417912818,9.135775245,9.670990555,10.782727775,10.0326998,11.19787982,11.0339678,7.553379765,10.8132640155,8.268414093,8.394587285,8.773767337,9.0953257,7.484174927,6.316850492,6.677626767,7.7547284165,8.016975021,10.46738412,9.51894649,9.863056215,8.181095538,5.770042815,6.574727917,ASD
GSM1033163,7.708706062,8.002011038,8.337738565,9.14423560625,6.790058261333333,6.903620685,6.8583872305,10.19785709,6.352991764,6.649576276,6.545899799,7.111085961,7.6234252845,6.515290178,7.814344058,6.195544189,8.109572573,6.892986539,6.393067664,6.460375003,5.969674673,9.905030795,7.288074212,7.712213176,8.419302043,6.830844039,7.381086193,9.913014922,8.993521292,10.42463637,9.749404455,10.86400594,10.53305584,6.643809565,10.918925139,8.051468456,8.685019476,8.766744428,9.005073679,6.92833195,5.883569772,6.718081496,7.032731161999999,7.978547099,9.57173379,9.927361308,9.131974881,7.77992472,5.406335354,6.454619004,ASD
GSM1033164,7.43346117,7.923896091,8.057027972,7.71114528675,6.516655292666667,7.634342521,6.907452939500001,9.829677101,7.72731786,7.7277214495,7.305046222,7.94721124,7.760599279000001,6.615465325,7.199687574,5.6490596455,8.207832278,7.953006689,6.307902359,6.485287545,6.231285865,9.563038855,6.938352149,7.857708366,8.358522013,7.011126054,7.420859355,9.822650737,9.105868331,10.56495245,9.703752098,10.65920275,10.69976274,6.933273943,10.604629999,8.020493619,8.270829419,8.727532013,10.0722432,7.66820176,6.532788777,6.41423894,6.777405553,8.228923623,10.47410962,9.421407056,8.80306234,8.614637207,5.708228918,6.499649105,ASD
GSM1033165,7.276110585,8.25506332,8.457604834,8.36232652625,6.990319339666667,6.73309302,6.9325253155,10.50880414,7.702515754,7.9261487545,7.6420236,7.572484128,7.1564704035,6.616566542,7.352962441,6.401135338,8.297311581,7.485249823,5.940145239,6.457045876,6.273080398499999,9.907237223,7.366206788,8.125857325,8.596451932,6.658476793,7.229196109,9.448045717,8.458738471,10.73965472,10.12573871,10.82934823,10.67820415,5.850416558,10.1823706025,7.955542054,8.958023684,8.553081739,10.48886699,6.702976231,6.75490055,7.480085395,7.8053997525,7.937236598,10.42410831,9.695172774,7.657472686,8.563739082,5.841366218,6.166854053,Control
GSM1033166,7.452159433,7.109860879,8.606977924,9.25491646375,7.143368745,7.695324079,6.640353169,10.45610307,6.658476793,6.8174624525,6.570910848,7.818239966,7.589368899,6.719132429,7.446852629,5.7659715195,8.057725711,7.216466826,6.393067664,6.56759161,6.3912228765000005,10.29761994,7.172341484,7.696180368,8.749682857,7.181012836,7.721110755,10.78267325,9.363681833,10.878402385,10.2607595,11.01522205,11.13345696,6.098164555,11.180666111,8.484966642,8.78682098,8.334900856,9.624899585,7.370437545,6.131312851,6.360843235,6.9915724675,7.987029878,9.861408919,10.00098719,9.183512696,8.670877011,6.200087811,6.691811235,Control
GSM1033167,6.991646938,7.215955291,8.183201872,9.45732650125,6.704371250666667,6.848313215,7.049467219,10.15575087,6.94827931,7.2638955825,6.878402189,7.45345397,7.762331167499999,6.533325085,7.100916075,6.585546498499999,8.355637147,7.056108903,6.38858409,6.63942512,6.1182858815,9.87207302,7.292795672,7.825059281,8.109572573,6.540150629,7.172341484,8.996501063,8.827634998,10.22131231,9.65064455,10.40550167,10.30520635,6.124284892,10.829026107,7.756752517,8.441469709,8.678352635,9.091459654,7.60867641,6.419750915,7.27790131,6.7823769160000005,7.910883268,10.39850891,9.856461695,9.084463481,8.139828352,6.650720945,6.613411315,ASD
GSM1033168,7.370437545,7.347525835,9.869550249,8.057213873750001,7.095351851,6.291457732,7.882151852,9.893824338,8.291455631,8.466832006,7.994707795,8.367809788,7.399566192,6.843801311,7.762699127,7.068120345500001,8.488464092,7.169928983,6.436600957,6.50795189,6.253612518000001,9.651327013,6.736122084,7.760007248,8.514770442,6.686347189,6.890439936,10.0817293,8.611402065,10.38072013,9.839939488,10.99291968,10.5270919,7.684329732,10.5656499865,7.911208004,8.449915589,8.725020674,10.53547869,7.533686576,6.928794426,6.91685094,6.7164170825,7.933763893,9.936594815,10.04316277,8.346326268,7.531254422,5.94339779,6.488532044,Control
GSM1033169,7.357723293,7.612291488,8.421574361,9.47464125325,7.000959528,7.523085028,7.351843327,10.0486512,7.687818255,8.016207534,7.551864527,7.477101869,8.063185415,6.794008174,7.161031885,6.9225114295,8.672521645,7.516922741,5.911832514,6.451109106,6.320404345,9.327239891,6.902669387,7.881483725,8.238173582,6.833427941,7.225867529,9.843716059,8.790493811,10.217849685,9.585676773,10.8887775,10.25471188,6.931365681,10.762017811500002,7.797209575,8.308146636,9.137320494,9.557125985,7.497194788,7.149574444,7.140692309,6.8079481625,8.141159957,10.42099739,9.658328648,9.07368018,8.209266388,6.382919292,6.511985995,ASD
GSM1033170,8.061322357,7.432399287,8.062960457,7.347800486000001,6.855466687,7.055648025,6.6493791915,9.984461451,6.325595423,6.628888143,6.571925844,8.204786024,7.830715845,6.920663177,7.932512913,6.702821991,7.241976655,6.38805211,6.828278147,6.324719965,6.236753391000001,10.55522223,6.874293183,7.462092621,8.888484324,6.996458086,7.515504529,9.388074506,9.566293625,10.7978653,10.16428624,11.1303409,11.02336521,9.475481042,11.0251315,8.408259126,8.69865028,8.36035094,9.042802764,7.082448583,5.615913464,6.400247393,7.0512203835000005,7.289681976,9.444219515,10.15085987,9.109364982,7.615402408,5.423124452,6.312338267,Control
GSM1033171,8.060621657,7.489486672,8.131524772,9.2598380045,6.410825411666667,6.760404695,7.2778264125,9.631690208,6.582643048,6.697157888,6.449482511,7.547456483,7.798373618999999,6.869556962,7.094584816,6.463083533,8.52314206,7.558974264,6.059477484,6.364049178,6.286858222999999,10.39202444,7.352214845,7.580145222,8.953062218,7.253994791,7.799289438,10.0704249,9.694523323,11.09143152,10.43055998,11.18546666,11.32166757,6.671432868,11.0049612765,8.351080881,8.348845738,9.186473033,10.68335756,7.291748387,7.035852411,6.766520799,6.890951412,7.967531683,10.00098719,10.27388201,9.048607857,7.826869192,6.329458874,6.571092792,ASD
