Sample,AIM2,BCL2A1,BLNK,C11orf75,C14orf11,C14orf82,C19orf59,C1orf71,C5orf41,C9orf130,CABIN1,CARD16,CARD17,CCDC82,CD274,CLEC12A,CLEC12B,CRIP2,CTSL1,CXorf21,D4S234E,DDX3Y,DSC2,DYRK2,FAM26F,FCGR1A,FCGR1B,FCGR1C,FCGR2C,GBP3,GPR68,GSTM2,HIPK2,IFI16,IGF2BP3,IL7R,IRF5,IRS2,JAM3,KDM1B,KLRB1,LGALS3BP,LMTK3,LOC100128460,LOC100128498,LOC100129067,LOC100130154,LOC100130289,LOC100130332,LOC100130624,LOC100131718,LOC100132199,LOC100132425,LOC100132510,LOC100132728,LOC100132761,LOC147804,LOC283267,LOC387934,LOC389286,LOC389342,LOC389386,LOC390876,LOC391769,LOC400652,LOC402221,LOC439992,LOC440525,LOC441032,LOC642073,LOC642076,LOC642567,LOC643007,LOC643779,LOC643882,LOC644037,LOC644642,LOC645351,LOC646821,LOC646909,LOC646949,LOC647074,LOC647908,LOC648343,LOC648733,LOC648740,LOC648863,LOC648984,LOC649330,LOC649801,LOC649839,LOC651919,LOC652113,LOC653324,LOC653737,LOC654074,LOC727848,LOC728207,LOC728310,LOC728602,LOC728744,LOC729342,LOC729687,LOC730746,MAST3,MIR1974,MIR574,MPL,MS4A2,NDUFA5,NELL2,NHLRC4,NPAT,NUDT2,P704P,PARP9,PIK3AP1,PIK3CG,PIK3IP1,PKN2,PLSCR1,PPIB,PRIM2,PRKCA,PSG9,RNU4ATAC,RYBP,SDPR,SELPLG,SERPING1,SIDT2,SNORA12,SNORD13,SNORD62B,SPOCK2,TARP,TLR5,TMEM106A,TMEM51,TMSB4X,TNFAIP6,TNIK,TRA1P2,TTRAP,TYMP,UHMK1,USP6,VWF,ZNF148,ZNF609,Condition
GSM1033143,7.5553056995,9.802089254,7.2091942,8.724647561,8.53733639,7.021650974,9.305817114,9.545015493,9.175173804,8.51593357,7.181950831,9.191874649,6.182274641499999,6.642167867,5.37040668,8.91894973025,5.507076821,6.374154148,7.179382846,7.676561845,6.957312936,8.507663003,7.632748438,7.6970813535,10.62747563,7.309854867,7.832303624,7.321795306,6.971636381,8.080738921,5.585668813,8.26521243,6.707737066,10.54241045,8.00922476,10.5906356315,6.959450209,7.907467578,7.663912938,6.51895469,11.15049642,6.670981955,6.132822695,7.374294153,7.07510565,8.771535177,11.56376247,8.957451343,6.212108582,9.375116441,10.86533376,10.42937383,9.802783063,8.368954547,6.653596791,6.3910761965,9.371768169,6.805978552,8.082430336,7.383141584,12.612575815,7.2173153265,7.875252165,7.532883679,8.936540286,11.1922946,7.284434317,7.970630871,7.953715342,10.20903187,10.22817938,10.67179062,11.54194417,9.698066449,7.499014025,9.265646348,8.967762537,7.574745177,8.199150674,10.803609869999999,9.946588425,8.748836158,6.797317541,10.9172283,6.654035139,8.485383882,8.647124866,7.944852602,8.775576196,8.870645279,10.88210638,7.601784231,5.797206501,7.788013949,11.250662865999999,8.776465542,7.235837429,8.588990668,6.479988089,8.147079065,5.455495063,8.623309150999999,9.154712666,8.348845738,8.55026301,10.36607127,7.168188944,7.857708366,6.50871026,7.930904213,9.323563169,5.681103869,6.828055071,7.3385915665,9.688898825,8.862500450999999,10.50514006,8.466389571,9.678069795,7.617957421,7.840370041,9.220097379,6.454995804,7.630645903,7.326720532,6.750408755,8.78286312,10.30622957,6.917969168,5.84005272,10.16054752,10.35520794,10.05677052,6.95539611,10.84907401,7.873058365,8.22006072,9.225251148,7.198702896,11.414714081,7.9533617425,6.315200483,8.318431876,9.5861712095,8.508499206,6.18780249,7.789177541,5.997425747,8.97359352,6.253387196,Control
GSM1033144,7.348133483,9.915398091,7.724765246,8.445547047,8.621557439,7.188757129,9.212650549,9.3936717,9.408471093500001,8.647124866,7.309353967,9.164984006666666,6.103108628999999,6.871422607,5.4065742,8.0842551975,5.39036977,6.287467146,6.789726381333334,8.0235092225,7.056360631,8.586946795,7.7870201495,7.6884632045,10.2890202,7.94169217,8.1201922705,7.75369266,6.967843449,8.108553694,6.085325287,6.986685451,6.463378416,10.77964296,7.974296355,10.777083214000001,6.8743565664999995,8.078081638,6.855162108,6.610380701,11.10042001,6.30076192,6.227592293,7.399563484,6.982545717,8.722884259,11.49125123,9.021013165,6.0076403005,9.152913832,10.81069647,10.12021126,9.591148911,8.653565952,6.406356218,6.29453238,9.409989149,6.797317541,7.623665874,7.447986159,12.484823734999999,7.026952639499999,7.656251442,7.307177894,8.778151787,11.0621854,7.038796269,8.110241369,7.619824741,9.313428316,10.13648337,10.48886699,10.95287627,9.104775656,7.543802637,9.018491327500001,8.155910122,7.396586048,7.996370305,10.580673255,10.03163836,8.418849271,6.853983466,10.74490063,6.222026842,8.297690388,8.182145689,7.430985594,8.745848569,9.232501783,10.86108886,7.617957421,7.564657074,7.634057613,11.066407031,8.73840038,6.899775538,8.263934497,6.393067664,7.7395162855,5.934880436,8.6914188965,9.332760377,8.47096287,8.663750408,9.480748591,7.296633525,7.000288259,6.053644381,7.859238659,9.36494629,7.353207534,6.718481923,7.243806669,9.444219515,9.166611842,10.42309835,8.507326961,9.641543006,7.768074513,8.065556503,8.943603321,6.094480589,7.39211363,7.030034973,6.901472455,8.552670763,9.469652642,7.226604757,5.8834310945,9.666757754,10.01738761,9.779996992,6.819058871,11.07449173,7.911522304,7.921634939,9.386388347,6.191003669,11.186229195500001,7.989364789,6.456291419,8.60618315,9.4677881759999991,7.955497265,6.372175947,7.876094409,5.522808164,8.844421418,6.325595423,Control
GSM1033145,7.372102431,10.43836978,7.73421049,7.949917084,8.728866517,7.233480409,8.320373468,9.603305148,9.791950225,8.50618644,7.42033232,9.349120517333333,5.8805678005,6.911712468,5.175686693,8.099536523,5.57899707,6.824165928,6.436352404333333,8.095127362,5.619231635,8.53471813,7.700530743,7.5676379335,10.82133624,7.403052768,7.5083435155,7.102635183,6.751964149,7.573348757,5.905906372,7.542742963,6.363886764,10.71261544,7.443251844,10.410147524,6.910351497000001,8.406043888,7.052060333,6.817758704,11.66063101,6.419750915,6.016159915,6.997171293,7.198182857,8.773767337,11.28355668,9.30987289,5.5823242615,8.608348149,10.84379665,10.26479185,10.25876084,8.189484034,6.410365359,5.2807128315,9.790577069,7.030780889,7.70454125,7.556678251,12.263602885000001,6.7953626085,7.46263384,7.788304873,8.83093025,11.25222662,7.623377851,8.47596743,7.571440918,9.799856386,10.26275381,11.13872988,11.54858729,9.354685845,7.478210061,8.7832019505,8.596024209,7.737396595,7.970954975,10.689750335,9.58688893,8.688407294,6.957739005,10.9203093,6.374154148,8.459503959,8.315632837,7.027971848,8.749201633,9.020020547,11.04955731,8.277543161,6.978701104,7.451320603,10.738810513,9.057004274,6.974547547,7.930251886,6.371014657,7.796681262,5.76085883,8.630076759,9.223002964,8.4607293,8.613375473,10.8887775,7.316270304,6.856487505,6.36675694,7.754320771,9.53252142,7.323371947,6.846815844,6.999567184,9.447362798,9.1392441075,10.16054752,8.441469709,9.337568099,8.23747999,7.520516049,9.218345925,6.481707963,7.529352295,7.502565056,7.159041266,9.041122244,9.957352922,6.844659292,5.862354229,9.754477007,10.4764224,9.678069795,7.350928601,10.67681121,8.177346821,7.841893731,9.423881003,6.288504076,11.458971612500001,7.5657111695,6.299563641,8.41396634,10.070414187,8.139079025000001,6.015496363,8.166794652,5.564106893,9.355312215,6.163965326,Control
GSM1033146,8.1816955425,9.664692924,7.730115013,9.0688022,8.737980468,7.014672445,8.401503823,9.349485604,9.358901826499999,8.573325266,6.888422607,9.634133945999999,6.828356167,7.053745564,5.77643395,9.39813991,5.635123557,6.559841944,7.339607439,8.417017419,5.645319742,8.257852344,7.276843227500001,7.53025930125,10.7176008,8.233881207,8.6673158875,8.220778532,6.785568484,8.652231446,5.988700097,7.713807517,6.596633575,10.88098095,8.368555571,10.414365818,5.822855811,7.303912742,7.110825606,6.613021081,11.37037424,6.937906442,5.979430599,6.868859458,6.836510362,8.776465542,11.61230696,9.343074157,6.1273673705,9.2701727915,10.46738412,10.33417236,9.930775205,8.849070073,6.651707221,6.2805076455,9.63310167,6.699020923,8.11091112,7.716002744,12.567614965,7.789292456,7.703417932,7.3587291,8.755674099,10.90892633,7.055856917,8.182845499,7.865347841,10.111906,10.27105128,10.43395214,11.28889019,9.38753602,7.484174927,9.1231426855,8.472830449,7.554797011,7.885174748,10.725123360000001,10.14698306,8.516698492,7.21269433,10.73698659,6.007904289,8.287419872,8.103037405,7.399263164,8.695755053,9.146796914,11.0324002,7.307433618,7.688109247,7.777196396,11.285847804,8.951648293,6.9793829160000005,8.172207553,6.218868232,7.9263511035,6.091239865,8.619629331,9.279029263,8.414402086,7.807480512,9.015973572,7.270438302,7.205335663,5.853693379,8.031263046,9.055901053,6.63438874,6.781704976,7.198689882,9.283258471,9.5032081845,10.39747399,8.245674885,9.502024297,7.243793646,7.932197948,8.962541472,6.552527171,7.291748387,6.963263853,6.774281227,8.503149751,9.658328648,6.731576234,6.708948836,9.787551333,10.01407266,9.494120907,6.695175954,10.75801068,8.074124866,7.689032478,9.163688951,6.242064503,11.427682851,8.090762964,6.467665255,8.92519571,9.262114398,8.752168096,6.175408031,7.429880107,5.770992196,8.964377349,6.2620048,Control
GSM1033147,7.873894980499999,10.04411262,7.299741893,8.882199629,8.470202797,7.490781249,8.741038581,9.717409162,9.643520809,8.665069154,6.904586137,9.278598383666667,6.5042294465,7.0478127,5.650340076,8.0328500185,5.661004581,6.590517503,7.339226492666667,8.480917404,7.270684559,8.570592753,7.403831879,7.79670512,10.72131114,7.51578322,7.942930690500001,7.387367355,6.774949692,8.736319123,6.356903661,6.6473261845,6.555339924,11.23751063,7.875550001,10.6663022135,6.606884723,7.547456483,7.270213831,6.5133556,10.90747825,7.25281657,6.627481756,7.400338343,6.958221807,8.574073177,11.25413323,8.88952748,6.304421304,9.0764904805,11.41338912,10.03621946,9.652850334,8.771088909,6.431759239,6.258273178,9.586304515,6.918202533,8.285317388,7.584377792,12.39751567,7.5960693,7.524467224,7.335092163,8.774196826,11.18225399,6.774490616,8.216594873,7.661314342,9.316434008,10.18433881,10.38827542,10.81860036,9.3260474,7.931537075,9.4107536035,8.558108415,7.469300911,7.75369266,10.457859335,9.72301725,8.214155246,6.693443774,11.03096311,6.379906654,8.229276708,7.680044288,7.731845592,8.84349981,8.967226034,10.62269705,7.413770337,6.707511577,7.631825334,10.8746535595,8.781987066,7.298547965999999,8.060356606,6.871422607,7.8119911535,5.752146581,8.7866898315,9.478791903,8.883200519,8.294737776,8.781121917,7.395239876,7.009977219,6.053918481,7.991096926,8.53108035,6.420824332,7.115456628,7.2506422045,9.20099005,10.150822607,10.51897499,8.509366207,9.718033759,7.857412283,8.556521315,8.894407901,6.125360107,7.423322856,7.416332334,6.792210424,8.647931634,9.524315559,7.343333645,6.3008398324999995,9.57173379,9.615333286,9.908968396,6.83607364,11.16277229,8.273767,7.742811761,10.12396198,7.160329409,11.538265521,8.395245976,6.688025583,8.75746176,9.631670096499999,8.5501521415,6.736953422,7.681711187,5.779550595,9.483393101,6.212133671,Control
GSM1033148,8.119712696499999,10.08265641,6.9864608,9.01849386,8.216594873,7.142471064,9.484144573,9.475481042,9.269209043,8.540053467,7.111329455,9.601748638,6.480195854,6.741683229,5.90440076,8.1523075665,5.595200074,6.634813029,7.120903927666667,8.2980700465,7.160780261,8.659677391,6.4862445275,7.64625433625,10.24010371,8.115789066,8.536658412,7.940375098,6.773628992,8.676269172,6.047503388,6.8106291125,6.301802711,11.04028675,7.437957369,10.18636072,7.0695158775,7.284979077,6.933048356,6.432856365,10.55986576,6.988953355,6.370151759,7.327279484,6.832565836,8.534378213,11.43298373,9.456418318,6.1268627815,9.041458405,10.75276918,9.964894703,9.85263253,8.958512274,6.592072326,6.4333988635,9.600742385,6.90620812,8.792192184,7.550423328,12.19668854,8.0957282485,7.33117684,7.287050757,8.286365112,11.37792796,6.587688072,8.119766335,7.250046368,9.180371946,10.08531366,10.20730657,10.79615527,8.968787469,7.487238277,9.219315361,8.106078926,7.744741121,8.509775273,10.31204585,9.703752098,8.117100305,6.729761565,10.15858802,6.450938952,8.583892397,8.17902512,7.566823528,8.520956759,9.111626733,10.57389922,7.311120307,7.958116661,7.680044288,10.812962175,8.952627942,7.213761512,7.825377388,6.323502908,7.8886635765,5.931570196,8.597426756,9.615990526,8.466389571,8.056361189,9.60131659,7.549044007,7.342355029,5.959335901,8.014490609,8.458738471,6.951418259,6.778037846,7.57016253,9.706593788,9.9166183795,10.5924038,8.52022346,9.491611729,7.649036153,8.330482731,9.283852984,6.165035997,7.347783127,7.589067917,6.468205676,8.53471813,10.04411262,6.80748276,6.4263151005,9.460262593,9.469652642,9.099686297,6.513155548,10.81723575,7.906243362,8.067188239,9.446159971,6.644832281,11.246170536000001,8.439282077,6.542830024,9.057004274,9.4835166065,9.1085199285,6.261819186,7.496197766,6.100189086,9.225251148,6.211819948,ASD
GSM1033149,7.36317349,9.239543522,7.382372096,8.082430336,8.566905689,7.699604641,8.070181669,9.763130649,9.652717268,8.97359352,7.367818411,8.846823424333333,6.0221391875000005,7.155487549,5.337552527,8.194074059,5.546837843,6.616787135,6.698413381,7.917169127999999,6.942086159,8.809423987,7.0154363515,7.9012547735,10.3449355,7.006439938,7.270789189,7.043535685,6.630768647,7.770158676,6.177251515,7.2967621365,6.30961762,10.41560523,7.206139536,10.7444631525,5.9945071905,7.836099292,7.433988637,6.495459028,11.32166757,6.559439612,6.797073634,7.244798696,7.164090407,8.849598996,11.44724879,8.905355943,5.7867984275,9.2568624905,11.59067241,10.35616072,9.720181588,8.160447302,6.48398002,5.9446212544999995,9.470258629,7.068096784,7.744741121,7.513913335,12.128221674999999,6.6051635614999995,7.483620503,7.096574702,9.050744088,11.12032126,7.236226901,8.032840986,7.634643758,9.427791078,10.25570302,10.24689004,11.34706545,9.158653658,8.002011038,9.254540525,8.741882922,7.716331384,8.086243255,10.932290135,10.23420468,8.704601637,7.0049908,10.96152016,6.160816049,8.455205445,8.168795251,7.620887276,8.88693313,9.201576841,11.10200721,7.582703654,6.456678766,7.591872116,10.9063150585,8.919186331,7.2251880055,8.278242289,6.735054229,7.642930607,5.427245962,8.857963742499999,9.025135269,8.339446056,8.324133085,10.15001566,7.57169616,6.841110186,6.211485783,7.894774994,9.306430089,6.367248993,7.160107279,7.023658627,9.227416402,8.909497788500001,10.11716565,8.268036614,9.753778802,8.17432736,7.187813821,8.99011668,5.884209435,7.733345639,6.731975635,6.618435412,9.363681833,9.733133183,7.304483405,5.6397095230000005,9.356597599,9.886591298,9.112797434,7.206675897,11.15404767,8.21114955,7.603898334,10.12481545,6.191976978,11.317680755,7.241728817,6.63438874,8.740189136,9.6051164725,7.6545860085,6.344514548,7.996708218,5.639488734,9.119934724,6.570300309,ASD
GSM1033150,8.1732220925,10.5180074,7.288339115,8.709420684,8.75054464,7.750864251,10.22425865,9.615990526,9.786792027499999,8.863165304,7.465695412,9.638660579333333,6.4545045375,7.416065821,5.500077845,10.3226926145,6.427702599,6.216608065,6.504511942333333,7.9728435939999995,6.370151759,8.47637319,8.430567899500002,7.5006011057499995,9.212103902,8.603306114,8.7861804735,8.43300406,7.263483235,7.928655509,5.41619158,6.767181733,6.576858211,10.85221949,7.748946258,9.828194438499999,6.731906725,8.018973607,7.913784207,6.479988089,10.60367364,5.886774945,6.067849403,8.682458448,7.249272281,8.468007175,11.42373555,9.288400503,6.226401701,8.923286227,11.40535586,9.702322975,9.842182636,8.928671061,6.205681206,6.2962946715,9.905732959,6.819514103,8.048942948,8.115789066,11.81017113,7.007110866,7.545987103,8.185619673,8.56656218,11.50006399,6.883195086,8.489634,7.623965145,9.463902098,10.32865706,11.38762234,10.83995658,8.837292053,8.126181633,9.245511669999999,9.428338686,7.822076301,8.374675544,10.569173164999999,9.962284517,8.511341662,7.096574702,10.64923317,7.532585519,8.861238737,8.208526712,9.349485604,8.836349564,9.495380541,10.70101042,8.302804503,7.021409049,7.961358926,10.396845722,9.022048524,7.490480197,7.960065443,6.720555919,8.2343879455,6.03736324,8.5344210885,9.422069445,8.461876806,8.622313563,11.14204616,7.371754518,7.616840672,5.68605929,8.119766335,8.406043888,7.13665332,6.903869909,6.691708945,9.889790696,9.509654978499999,10.71402858,8.766360052,9.012878573,8.49041383,8.333791085,10.0326998,6.283663347,7.38424541,7.730115013,6.854481416,9.265367317,10.36913411,7.453205998,5.739884975500001,9.566293625,9.75134843,9.17814345,6.534310141,10.32013912,7.597530607,8.9639394,10.07913679,6.031882586,11.529032602000001,7.861802648499999,6.325776266,9.456963227,10.275926832500001,8.712176099499999,6.14570941,8.291805835,5.936019219,9.050256509,5.68139101,Control
GSM1033152,6.898846079,9.027725073,7.966947972,8.464908698,8.43376373,7.171201085,9.098114507,9.853403915,9.2023361225,8.828101905,7.223508818,8.863670570666667,5.9871309165,6.817518992,5.364487013,9.021214316750001,5.46675009,6.514097229,6.751885221,7.777625144,7.131107991,8.5239620209999991,7.266657418,7.719190045,10.50035083,7.194257998,7.356035455,6.95301249,6.511047593,8.038710197,6.021723068,7.610764988000001,6.143472977,10.68940032,8.333445055,10.4360752295,6.5465307565,7.441671262,7.247327048,6.491471239,11.20123021,6.425639417,6.190062248,7.214985968,7.186036737,8.516326382,11.35689837,8.964377349,6.1824447615,9.214406437000001,11.4412376,9.969066564,9.894660041,8.291805835,6.492776932,6.4035837955,9.176623495,7.009977219,8.409426069,7.825957484,12.138553105,6.8951725945,7.6372972710000004,6.838526521,8.744943736,10.91298928,6.852423453,7.84560162,7.414051506,9.78827673,9.85185341,9.943273874,11.11212916,9.070988556,7.750341556,9.1964548965,8.399247919,7.415307695,8.201007993,10.557847135,9.98266826,8.072862583,6.589932851,10.98963987,5.666055192,8.402961389,7.871207448,7.811273576,8.718848081,9.3075286,10.67556715,7.059562295,7.591872116,7.477673988,10.920037426,8.810340281,7.160441926,8.180764312,6.615264551,7.7882828235,5.825385988,8.792565474,9.061852388,8.65684078,8.20236071,11.21010004,7.268141929,7.596152817,5.817940861,7.789177541,8.785005935,6.913995307,6.987659397,6.876167999,9.33156187,8.946145969500002,10.27296775,8.29994694,9.621470732,7.567116683,7.274087736,8.755674099,5.914045195,7.550990562,6.699468084,6.628489744,8.49041383,10.43725502,7.144211518,5.8292272545,10.16428624,9.130896067,9.340754055,6.736325133,10.63111385,8.527896344,7.800135435,9.845774983,6.472959077,11.1843025175,7.2931782805,6.549630999,9.101761873,9.2247346525,7.620992515,6.487739028,7.32387028,5.794501933,9.251496039,6.129225481,Control
GSM1033153,7.313592705,9.947370975,7.412899108,8.6879803,8.410944664,7.475498948,8.876686215,9.424578155,9.912926374000001,8.602519497,7.530154872,9.072502745666666,6.0700328365,6.728281871,5.536263573,9.310105318749999,5.664871796,6.379721595,6.692669551,7.9884574085,7.237024905,8.767983423,7.8638817805,7.714052158,10.45832561,7.938807856,8.0128119575,7.846449909,7.139697198,7.57703327,5.947673374,7.712189283500001,6.606541243,10.82133624,7.600102497,10.4030121435,7.118171989,8.011470343,7.280380761,6.334097068,11.11693658,6.496849706,6.542830024,7.751420327,7.080002161,8.488464092,11.16758882,8.774642568,5.951780016,9.022135227,11.31001845,9.827321657,9.526374994,8.135106906,6.236984432,5.9674312525,9.057516814,7.200985383,7.960065443,7.425427519,12.17943656,7.099276413,7.623665874,7.364458856,8.494348108,11.21174308,6.97797322,7.883036419,7.449572068,10.32975105,9.848874438,10.72895559,11.1089062,9.217764752,7.850357881,9.023846568500002,9.005073679,7.443829418,7.97459689,10.48946559,10.06291444,8.577714434,6.670387391,10.95693498,6.480172226,8.574458544,7.740077769,8.132876289,8.635271519,8.922719622,10.73949045,7.852512489,6.439620954,7.495936799,10.8069002255,8.660035113,7.146395237,8.053778981,6.464493509,7.9025691885,6.226139013,8.4774776705,8.902004197,8.444389446,8.841809468,9.959725022,7.169677492,7.325440594,5.761024184,7.799020852,9.371768169,6.771616539,7.195750729,7.2038852955,9.439969023,9.2761025945,10.71402858,8.613375473,9.162678161,8.146715886,7.307177894,8.903470747,6.134671864,7.989484738,7.344639742,6.708793894,9.352456718,9.650072976,7.626844553,5.952778625500001,9.702322975,9.590443721,8.614205843,6.847245107,10.87106745,7.45372117,8.221486628,9.959079912,6.419380373,11.117653485,7.8657300985,6.651933316,8.644729944,9.8117893175,8.2873563395,6.274205019,8.062960457,5.883989402,9.207117557,6.329458874,Control
GSM1033154,7.184333306,9.810913184,7.551570401,8.702856306,8.697004803,7.810968932,8.554264468,9.658931768,9.755578946,8.841465529,7.131107991,9.224615975666667,6.178201748499999,7.002914073,5.625294909,7.575164824250001,5.543319995,6.342895166,6.729630516666666,7.933340392,6.323653593,8.90581976,7.6212868005,7.9491298995,9.902696083,7.277100361,7.436853205,7.250254644,6.791084851,8.323411865,6.175220799,7.707925671,6.639037274,10.59611644,7.795390608,11.0550695065,6.1364106055,7.564397266,7.525858588,6.202793575,11.24312826,6.344853121,6.437516996,7.597250582,7.069762394,8.953062218,11.34706545,9.162140585,6.1034769135,9.299041313,11.38576016,10.49931622,9.73393657,8.392288705,6.308900009,6.1462089550000005,9.38753602,6.891635001,8.079765593,7.717210147,12.222980034999999,6.904598164499999,7.742154742,7.095816634,8.932120556,11.14551903,7.028672956,7.93187875,7.950873458,9.888268121,10.11373167,10.26165233,11.21342954,9.657011781,8.113681016,9.403998147,8.559747752,7.396299143,7.998285232,10.924646710000001,10.05402506,8.555032971,6.724759616,11.14714356,5.917734181,8.583173107,7.995079194,7.492679318,8.921724855,9.230108666,11.1837955,7.561566442,7.53452559,7.481923353,10.902535648499999,8.891083718,7.2501487325,8.244237317,6.896446836,7.7742646675,5.865321652,9.0792697735,9.510320498,8.865910554,8.162350094,9.889011284,7.496197766,7.27761127,5.687496348,8.213016106,9.930775205,6.982545717,7.249524962,7.1413009034999995,9.461566268,9.156584773,10.19398066,8.516326382,9.914554977,7.931537075,7.456594042,8.927282465,5.870491559,7.911522304,6.901928758,6.573115745,8.885011341,10.0620539,7.123525632,6.1564520725000005,9.409309399,9.290846655,8.694485218,7.014924577,11.20632065,7.934362618,7.8767168,10.13963671,6.206198472,11.435952598,7.789245299,6.794195936,8.88693313,9.329536392,7.938326718500001,6.559439612,7.765725469,5.984352132,9.467714928,6.521556752,Control
GSM1033155,8.2300399535,9.942493654,7.295345373,9.509670867,8.45177765,7.982850246,8.479547536,9.653631495,10.035983788500001,8.948273158,7.170178761,10.200575541000001,6.936540685000001,6.877950415,6.092722731,9.646969739500001,6.418667701,5.662721573,7.664510172999999,8.2008633195,6.939259235,8.663750408,7.141491524499999,7.456843292,10.71999783,9.012335499,9.175191469,8.738859238,6.557273872,8.874912357,6.512181341,6.8050164625,6.759974704,11.53159241,8.512479969,10.7908731025,6.615046403,7.461802807,6.88645758,6.487941598,11.15212505,6.656225035,6.39848179,7.581021838,7.485008247,8.261702023,11.41142262,9.195486799,5.780687342,8.4215105605,11.90403777,9.748631542,9.827321657,8.53108035,6.702575356,5.8789875165,9.711624242,6.821750584,8.871083579,7.413185492,11.259780618,8.0970772005,7.416590564,7.02404942,8.08171445,11.0293489,6.416284397,7.850697151,7.073233901,9.810913184,9.897796199,9.914554977,10.85358602,8.709026646,8.312293926,9.108024599,9.043971751,7.11923082,7.741863319,10.3191211,9.51165725,7.677140105,6.699468084,10.08345968,6.436771695,8.171525567,7.499272879,7.987029878,8.691759645,9.126199476,10.43171841,7.525582594,7.282904475,7.685503928,9.836844757,8.684152999,7.07694559,7.479580975,6.927010582,7.6925254965,6.58749831,8.4356974,9.365626994,8.775576196,7.894774994,10.14517372,6.891386932,6.323013665,6.058037559,7.747716126,9.082344227,6.017686747,6.943269926,7.218998479,9.124537791,10.7239429,10.75276918,7.919088979,9.379011424,8.059991624,8.787782641,8.594828143,5.862820612,7.551274098,7.21269433,6.400779296,8.592879219,9.270158052,6.928794426,6.9944399645,9.496100469,8.793481323,7.687001444,6.231586909,10.44613339,8.104127699,7.79333466,10.53547869,7.543240982,11.271801128,8.9470009185,6.743502304,9.0742279,9.5530488395,9.106580292499999,6.62208814,7.872746197,5.706882007,9.343629684,6.265502375,Control
GSM1033156,7.2019007575,9.460902803,7.324887308,8.652637902,8.410944664,7.986461138,8.294347853,9.582213184,9.700961552999999,9.455634557,7.496931924,9.166218881999999,5.9476290935,7.012830094,5.338527967,9.53879591625,5.948772803,6.452425933,7.020046714666666,7.946113642,7.003360638,8.732890581,6.955504542,7.4832494415,10.17189655,7.616240447,7.5563517605,7.344939386,7.286044729,7.762103233,5.956276739,6.766582178,6.655199287,10.55285762,7.454554237,10.360584776500001,7.267573452000001,7.998015469,7.874295055,6.30752093,11.32531129,5.911066933,6.286054182,8.25506332,7.558685761,8.174962421,11.17105415,8.80258593,6.504677083500001,8.8238206415,12.11076372,9.427791078,9.525567042,8.22459669,6.060663647,6.3908701595,9.384528614,6.914954462,8.00922476,8.243833013,11.737195,6.696094048000001,7.40143109,7.241976655,8.21587526,10.90892633,6.631605825,8.167784968,7.234503285,10.41208953,9.983527372,10.54122994,10.72649472,8.931688447,8.774196826,8.81834344,9.603917579,7.352214845,7.858040955,10.335766575000001,9.752953497,8.259630849,6.599710393,10.25180474,6.544902052,8.218607776,7.744437398,7.885442798,8.675372715,9.042206072,10.21754751,7.891301551,6.065994356,7.497711649,10.3971156175,8.882664657,7.1105424500000005,7.647642776,7.139463435,8.1117142185,5.872784288,8.347050923000001,8.836349564,8.274160381,8.911967543,11.23380798,7.183234464,7.756752517,5.992813784,7.876378262,8.706415472,6.291267718,7.081712349,7.0686153525,9.474218294,9.272243772,10.62004438,8.512479969,9.336998418,8.604188056,6.828491703,8.370125562,5.873018816,7.613661421,7.369329611,6.784295196,9.760354411,10.20637151,7.544651992,5.7814525825,10.00440407,9.36494629,8.945312232,6.451684772,10.78391392,8.515568369,7.980912697,10.99431535,6.040425297,11.3214498255,7.3123248275,6.379906654,8.439507103,9.146098295,8.1009779165,6.247382744,8.05210671,6.359762048,9.549802531,6.498566271,ASD
